
0 0
1.1268 0
1.1805 71971.224
1.2341 133149.7
1.2878 185931.58
1.3415 231930.25
1.3951 273716.56
1.4488 313873.73
1.5024 353530.87
1.5561 392298.85
1.6098 429749.42
1.6634 466027.29

